"site_name","Year","month","water_class","coast_region","lat","long","WUE_T","SPEI_3","predicted_near_normal_WUE_T","predicted_WUE_T","EDI_Q3_pct_change","EDI_Q3_pct_change_lower","EDI_Q3_pct_change_upper","EDI_Q3_magnitude","EDI_Q3_direction","EDI_Q3_class","prediction_interval_support"
"US-Ced",2005,8,"Upland","Atlantic Coast",39.8379,-74.3791,2.28700415253295,-1.27342617911823,4.41543858740597,4.78316887427696,8.32828448616298,-21.0288899080709,37.6854588803969,8.32828448616298,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2005,9,"Upland","Atlantic Coast",39.8379,-74.3791,2.57823825578457,-1.90365963932556,4.41543858740597,4.66613541494814,5.67773331186663,-23.9246652341913,35.2801318579245,5.67773331186663,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2005,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.41541852236471,-0.255871441389406,4.41543858740597,4.93428117204372,11.7506466088698,-17.5671849228291,41.0684781405687,11.7506466088698,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2006,4,"Upland","Atlantic Coast",39.8379,-74.3791,3.17589034406036,-1.74993138959496,4.41543858740597,4.58670049690378,3.87870663599063,-25.6722405435024,33.4296538154837,3.87870663599063,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2006,5,"Upland","Atlantic Coast",39.8379,-74.3791,2.48299084820219,-2.04802616082525,4.41543858740597,4.78920823688723,8.4650628036668,-21.1881742638355,38.1182998711691,8.4650628036668,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2006,6,"Upland","Atlantic Coast",39.8379,-74.3791,3.50424050185661,-0.0010553190676102,4.41543858740597,4.07832478108637,-7.63488835018879,-36.8331188512822,21.5633421509046,7.63488835018879,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2006,7,"Upland","Atlantic Coast",39.8379,-74.3791,3.09423502483406,0.0280601324195036,4.41543858740597,4.41331696450959,-0.0480501054286294,-29.2437504228327,29.1476502119754,0.0480501054286294,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2006,8,"Upland","Atlantic Coast",39.8379,-74.3791,2.90890671868638,-0.218128892559755,4.41543858740597,4.69138346560523,6.24954628485437,-22.9533126193469,35.4524051890556,6.24954628485437,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2006,9,"Upland","Atlantic Coast",39.8379,-74.3791,3.11563346900764,0.0504489374907137,4.41543858740597,4.53064888740787,2.60926061412121,-26.6118672852921,31.8303885135345,2.60926061412121,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2006,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.55037361527069,0.529960335121647,4.41543858740597,4.85665874074866,9.99266878269267,-19.3444509369772,39.3297885023626,9.99266878269267,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2007,6,"Upland","Atlantic Coast",39.8379,-74.3791,3.36456427661663,1.1083509790304,4.41543858740597,3.96847069413898,-10.1228424859506,-39.4429199285414,19.1972349566402,10.1228424859506,"WUE_T decrease","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2007,7,"Upland","Atlantic Coast",39.8379,-74.3791,2.96717250613113,-0.106694998126898,4.41543858740597,4.42641203886251,0.248524608355715,-28.9480100944779,29.4450593111894,0.248524608355715,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2007,8,"Upland","Atlantic Coast",39.8379,-74.3791,3.31412215135382,0.479382543754019,4.41543858740597,4.62259537943459,4.69164700013016,-24.5256432965155,33.9089372967759,4.69164700013016,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2007,9,"Upland","Atlantic Coast",39.8379,-74.3791,3.50217230721479,-0.712392774964774,4.41543858740597,4.60460717518146,4.28425362579029,-24.979034554136,33.5475418057165,4.28425362579029,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2007,10,"Upland","Atlantic Coast",39.8379,-74.3791,4.65425942902278,-0.648935945336937,4.41543858740597,4.97246181765038,12.615354493508,-16.730552541476,41.961261528492,12.615354493508,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2008,5,"Upland","Atlantic Coast",39.8379,-74.3791,3.49363953162985,-0.544720947404222,4.41543858740597,4.71201338060686,6.71676861380878,-22.5146557614394,35.948192989057,6.71676861380878,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2008,6,"Upland","Atlantic Coast",39.8379,-74.3791,3.09754722535298,-0.344246471320199,4.41543858740597,4.11172088965436,-6.87853973595963,-36.0858659504554,22.3287864785362,6.87853973595963,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2008,7,"Upland","Atlantic Coast",39.8379,-74.3791,3.44198161766613,-0.302987867017756,4.41543858740597,4.44551770638828,0.681226074983913,-28.5216823448727,29.8841344948405,0.681226074983913,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2008,8,"Upland","Atlantic Coast",39.8379,-74.3791,3.77666574717042,-1.06397032559232,4.41543858740597,4.76931473982091,8.01451872582471,-21.2891640900656,37.318201541715,8.01451872582471,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2008,9,"Upland","Atlantic Coast",39.8379,-74.3791,3.35989132182818,-0.0754837487853088,4.41543858740597,4.54289322938445,2.88656810542013,-26.3348556654197,32.1079918762599,2.88656810542013,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2008,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.09287836679705,-0.250950458546824,4.41543858740597,4.9338015898703,11.7397851244685,-17.5778645122973,41.0574347612344,11.7397851244685,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2009,4,"Upland","Atlantic Coast",39.8379,-74.3791,4.18059939019043,-1.05974801000484,4.41543858740597,4.55606486983704,3.18487687343606,-26.1518436999171,32.5215974467892,3.18487687343606,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2009,5,"Upland","Atlantic Coast",39.8379,-74.3791,3.16666074733438,-0.0061578187141139,4.41543858740597,4.65957358847857,5.52912233382504,-23.6810832977338,34.7393279653839,5.52912233382504,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2009,6,"Upland","Atlantic Coast",39.8379,-74.3791,4.12300073820476,1.42831128681534,4.41543858740597,3.94305253194343,-10.6985081121934,-40.115042127037,18.7180259026502,10.6985081121934,"WUE_T decrease","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2009,7,"Upland","Atlantic Coast",39.8379,-74.3791,2.68505850380687,1.27893905891052,4.41543858740597,4.29194558037782,-2.79684576251123,-32.1611026370311,26.5674111120087,2.79684576251123,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2009,8,"Upland","Atlantic Coast",39.8379,-74.3791,2.577247689125,1.43384420233735,4.41543858740597,4.53463263248681,2.69948370295099,-26.7170645961936,32.1160320020955,2.69948370295099,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2009,9,"Upland","Atlantic Coast",39.8379,-74.3791,3.51560665478024,0.925451176489913,4.41543858740597,4.44287755019194,0.621432327566073,-28.6772178974796,29.9200825526117,0.621432327566073,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2009,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.61863391768565,1.18538172549124,4.41543858740597,4.79296154982147,8.55006710980648,-20.9051408447519,38.0052750643649,8.55006710980648,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2010,4,"Upland","Atlantic Coast",39.8379,-74.3791,3.6220678671912,1.8358077511476,4.41543858740597,4.29886211093034,-2.64020151493298,-32.2698543742428,26.9894513443769,2.64020151493298,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2010,5,"Upland","Atlantic Coast",39.8379,-74.3791,3.35620019941509,1.0869649984098,4.41543858740597,4.55113872467753,3.0733104896671,-26.2556659932105,32.4022869725447,3.0733104896671,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2010,6,"Upland","Atlantic Coast",39.8379,-74.3791,2.88248128993104,-2.0005903649291,4.41543858740597,4.20869662181713,-4.68225209107264,-34.3093921610086,24.9448879788633,4.68225209107264,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2010,7,"Upland","Atlantic Coast",39.8379,-74.3791,3.01647569836882,-1.38218158248041,4.41543858740597,4.5346706195839,2.70034402738634,-26.6868133138488,32.0875013686214,2.70034402738634,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2010,8,"Upland","Atlantic Coast",39.8379,-74.3791,4.2746625786663,-1.72290378123158,4.41543858740597,4.79924938311714,8.69247274338497,-20.8151865011487,38.2001319879187,8.69247274338497,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2010,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.49841723932608,-0.613792791539898,4.41543858740597,4.96910388096778,12.5393045923231,-16.8028691033275,41.8814782879738,12.5393045923231,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2011,6,"Upland","Atlantic Coast",39.8379,-74.3791,4.52289536315311,-0.0359943152795362,4.41543858740597,4.08172048994928,-7.55798299196248,-36.756282978876,21.6403169949511,7.55798299196248,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2011,7,"Upland","Atlantic Coast",39.8379,-74.3791,3.18285666304022,-0.66681087043045,4.41543858740597,4.48080117034722,1.4803191494425,-27.7522441248235,30.7128824237085,1.4803191494425,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2011,8,"Upland","Atlantic Coast",39.8379,-74.3791,2.81408245620627,1.68723461854289,4.41543858740597,4.51920233111429,2.35002121882695,-27.1620215515808,31.8620639892347,2.35002121882695,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2011,9,"Upland","Atlantic Coast",39.8379,-74.3791,4.14660688529937,2.25043564580106,4.41543858740597,4.36054453617701,-1.24322986589687,-31.0721006324969,28.5856409007031,1.24322986589687,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2011,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.21226226276296,1.99672594532557,4.41543858740597,4.74400775819229,7.44137109558012,-22.3302694690194,37.2130116601796,7.44137109558012,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2012,5,"Upland","Atlantic Coast",39.8379,-74.3791,3.59920475283154,-1.44660095300808,4.41543858740597,4.78040721605212,8.26573898427976,-21.1483943225168,37.6798722910763,8.26573898427976,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2012,6,"Upland","Atlantic Coast",39.8379,-74.3791,2.76898007868209,0.106422861035363,4.41543858740597,4.06784775027109,-7.87217011977718,-37.0713927608799,21.3270525213256,7.87217011977718,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2012,7,"Upland","Atlantic Coast",39.8379,-74.3791,2.81114688154461,-0.233661870217929,4.41543858740597,4.43875867806392,0.52814890743734,-28.6718018985837,29.7280997134584,0.52814890743734,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2012,8,"Upland","Atlantic Coast",39.8379,-74.3791,2.88901180693872,-0.407878495223336,4.41543858740597,4.7098978441029,6.66885635181988,-22.5434738702333,35.8811865738731,6.66885635181988,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2012,9,"Upland","Atlantic Coast",39.8379,-74.3791,2.57083776584104,-0.264920528419297,4.41543858740597,4.56131710448861,3.30382846901613,-25.9227073506189,32.5303642886512,3.30382846901613,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2013,4,"Upland","Atlantic Coast",39.8379,-74.3791,3.47405242374433,-0.25118895247503,4.41543858740597,4.48167016714159,1.50000002093854,-27.7429811082184,30.7429811500954,1.50000002093854,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2013,5,"Upland","Atlantic Coast",39.8379,-74.3791,2.95664354125857,-0.694574548452377,4.41543858740597,4.72635104693011,7.04148531045004,-22.2052886735716,36.2882592944717,7.04148531045004,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2013,6,"Upland","Atlantic Coast",39.8379,-74.3791,2.95733252044553,1.1416529990399,4.41543858740597,3.96553669277178,-10.1892911820228,-39.518085694649,19.1395033306033,10.1892911820228,"WUE_T decrease","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2013,7,"Upland","Atlantic Coast",39.8379,-74.3791,2.85830499388909,1.51777125270519,4.41543858740597,4.27494567501137,-3.18185633461928,-32.6261762690588,26.2624635998203,3.18185633461928,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2013,8,"Upland","Atlantic Coast",39.8379,-74.3791,2.82592737050644,1.43136053183697,4.41543858740597,4.53480383323379,2.70336102439013,-26.7123364275003,32.1190584762806,2.70336102439013,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2013,9,"Upland","Atlantic Coast",39.8379,-74.3791,2.78535475017541,-0.244814502399932,4.41543858740597,4.55935755894302,3.25944906011237,-25.9662755713575,32.4851736915823,3.25944906011237,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2013,10,"Upland","Atlantic Coast",39.8379,-74.3791,2.66972029246241,-0.924488139106488,4.41543858740597,4.99741796155356,13.1805564187339,-16.205296951317,42.5664097887848,13.1805564187339,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-Ced",2014,4,"Upland","Atlantic Coast",39.8379,-74.3791,2.89936512564402,1.33173861705005,4.41543858740597,4.32907095482487,-1.95603745520209,-31.3890785185143,27.4770036081101,1.95603745520209,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2014,5,"Upland","Atlantic Coast",39.8379,-74.3791,2.99331243334237,0.811116026446862,4.41543858740597,4.57759229994846,3.67242595118404,-25.5988828188744,32.9437347212425,3.67242595118404,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2014,6,"Upland","Atlantic Coast",39.8379,-74.3791,3.35037101831313,0.515988629920462,4.41543858740597,4.02690199575078,-8.79950165683212,-38.0198486667129,20.4208453530487,8.79950165683212,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Ced",2014,7,"Upland","Atlantic Coast",39.8379,-74.3791,2.99582500662758,0.136566276000836,4.41543858740597,4.40272049788233,-0.288036834209885,-29.4851433090284,28.9090696406087,0.288036834209885,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2014,8,"Upland","Atlantic Coast",39.8379,-74.3791,3.36313328246049,0.485112549405093,4.41543858740597,4.62201195923146,4.67843381209484,-24.5393167575267,33.8961843817163,4.67843381209484,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2014,9,"Upland","Atlantic Coast",39.8379,-74.3791,3.34532884114549,0.491646974334264,4.41543858740597,4.4867213913252,1.61439917027834,-27.6256225010151,30.8544208415718,1.61439917027834,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Ced",2014,10,"Upland","Atlantic Coast",39.8379,-74.3791,3.39468568797221,0.212914867026524,4.41543858740597,4.88856450051975,10.7152642653271,-18.6021331906361,40.0326617212903,10.7152642653271,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-CGG",2020,2,"Upland","Pacific Coast",37.938,-121.9761,9.9755502136354,-0.150024076919364,5.21194474817021,6.00131106818872,15.1453316978395,-16.745639416457,47.0363028121361,15.1453316978395,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-CGG",2020,3,"Upland","Pacific Coast",37.938,-121.9761,3.97605819999399,-1.3268272297576,5.21194474817021,5.45094221987997,4.58557185959548,-27.159486069406,36.330629788597,4.58557185959548,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-CGG",2020,4,"Upland","Pacific Coast",37.938,-121.9761,5.10871592896332,-1.3588264448809,5.21194474817021,5.38148850198698,3.25298448100965,-28.4368891807509,34.9428581427702,3.25298448100965,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-CGG",2021,2,"Upland","Pacific Coast",37.938,-121.9761,13.2761453934806,-0.727803536395169,5.21194474817021,6.05991103158661,16.2696713873281,-15.6577649170091,48.1971076916653,16.2696713873281,"WUE_T increase","Stress (10-20%)","PI overlaps no-change"
"US-CGG",2021,3,"Upland","Pacific Coast",37.938,-121.9761,9.18620412880528,-0.475508968440982,5.21194474817021,5.36216236376292,2.88217974001834,-28.748577531943,34.5129370119797,2.88217974001834,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
