site_name,year,month,NEE,GPP_obs,Reco,ET_obs,NEP,State,biome,salinity_ppt,salinity_fine,salini_coarse,WUE_obs,CUE,Tair_f,VPD_f,Rg_f,avg_length,avg_sos,avg_eos,lat,long,climate,climate_2,salinity_con,aid,ET_mod,GPP_mod,WUE_mod
US-A03,2015,8,-6.841,20.672,18.148,10.352,2.525,AL,tundra,15.0,low med,med,1.997,0.122,5.45,5.449,117.427,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,22.42,15.46,0.6895628902765388
US-A03,2015,8,-6.841,20.672,18.148,10.352,2.525,AL,tundra,15.0,low med,med,1.997,0.122,5.45,5.449,117.427,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,22.6,15.8462,0.7011592920353982
US-A03,2015,8,-6.841,20.672,18.148,10.352,2.525,AL,tundra,15.0,low med,med,1.997,0.122,5.45,5.449,117.427,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,22.127777700000003,14.5556,0.6577976422819901
US-A03,2015,8,-6.841,20.672,18.148,10.352,2.525,AL,tundra,15.0,low med,med,1.997,0.122,5.45,5.449,117.427,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,24.9,11.899999999999999,0.47791164658634533
US-A03,2015,8,-6.841,20.672,18.148,10.352,2.525,AL,tundra,15.0,low med,med,1.997,0.122,5.45,5.449,117.427,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,23.14,12.419999999999998,0.5367329299913569
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,59.8235294,20.3647,0.34041288108956
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,59.26875,20.256300000000003,0.3417703258462513
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,59.1764706,18.729400000000002,0.3165007951657056
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,61.61,19.310000000000002,0.3134231455932479
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,60.846153900000004,18.5692,0.30518280630388367
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,60.272222299999996,18.1167,0.30058125134038743
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,60.9,15.0,0.24630541871921183
US-A03,2016,6,-19.885,25.511,7.078,25.599,18.432,AL,tundra,15.0,low med,med,0.997,0.723,5.087,5.832,246.7,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,60.5,16.12,0.26644628099173556
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,69.5470589,68.48230000000001,0.9846900944937014
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,69.59375,70.5,1.0130220026942074
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,70.5352941,68.8118,0.9755655077080058
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,72.86,59.04,0.8103211638759265
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,72.6384615,57.9616,0.7979464157566166
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,72.4555556,58.438900000000004,0.806548228304525
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,77.3,35.6,0.4605433376455369
US-A03,2016,7,-78.992,132.491,65.822,39.102,66.669,AL,tundra,15.0,low med,med,3.388,0.503,7.363,6.378,214.403,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,75.7,40.120000000000005,0.52998678996037
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,20.9470588,21.6706,1.0345414221112512
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,20.925,21.9126,1.0471971326164875
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,21.0705883,21.4765,1.0192643743127001
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,22.32,18.66,0.8360215053763441
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,21.8846154,17.6615,0.8070281189405777
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,21.627777799999997,17.744500000000002,0.8204495239450816
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,23.0,8.7,0.3782608695652174
US-A03,2016,8,-24.058,37.26,13.602,12.771,23.659,AL,tundra,15.0,low med,med,2.918,0.635,5.474,5.447,143.202,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,22.48,12.66,0.5631672597864769
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,65.3823529,15.5353,0.23760692772498862
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,64.2125,15.4814,0.24109635974304067
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,63.123529399999995,14.6059,0.23138598457392343
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,65.3,11.62,0.177947932618683
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,65.4538462,13.1693,0.20119978831740523
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,64.6166667,13.4222,0.2077204022658136
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,62.2,14.9,0.2395498392282958
US-A03,2017,6,62.741,43.731,97.976,24.566,-54.245,AL,tundra,15.0,low med,med,1.78,-1.24,5.884,5.334,264.999,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,62.4,14.780000000000001,0.23685897435897438
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,75.6470587,65.4294,0.8649298614435091
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,75.71875,68.25,0.9013619479983491
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,76.3058824,66.1118,0.866405025675976
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,77.99000000000001,56.15,0.719964097961277
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,77.7461538,60.792399999999994,0.781934501305195
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,77.7277778,62.05570000000001,0.7983722390684378
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,79.9,66.9,0.83729662077597
US-A03,2017,7,-12.033,46.278,32.112,26.102,14.165,AL,tundra,15.0,low med,med,1.773,0.306,8.299,6.302,207.001,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,78.94,64.66,0.8191031162908537
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,21.1529412,18.047,0.85316740728235
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,20.96875,19.5937,0.9344238450074515
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,21.0294117,19.2941,0.9174816811446989
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,22.0,16.240000000000002,0.7381818181818183
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,21.707692299999998,16.2,0.7462792348498509
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,21.5,17.5167,0.8147302325581396
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,22.0,11.5,0.5227272727272727
US-A03,2017,8,10.712,8.557,15.366,8.17,-6.809,AL,tundra,15.0,low med,med,1.047,-0.796,7.661,5.556,100.666,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,21.84,15.379999999999999,0.7042124542124542
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,55.588235299999994,4.7765,0.08592645501736229
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,54.575,5.1875,0.09505267979844251
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,53.264705899999996,5.6235,0.10557647704950532
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,54.58,4.36,0.07988274093074386
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,55.2615385,3.7538,0.06792789527566266
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,55.938888899999995,3.6333,0.06495123645546703
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,53.9,4.3,0.07977736549165121
US-A03,2018,6,-1.208,5.187,5.668,10.508,-0.48,AL,tundra,15.0,low med,med,0.494,-0.093,2.262,4.651,250.575,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,54.7,3.62,0.06617915904936014
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,69.9411765,34.0471,0.48679621510227244
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,69.6125,34.9438,0.5019759382294847
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,69.7235294,34.5294,0.49523310562646305
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,71.78,30.6,0.42630259125104486
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,70.8538461,31.107699999999998,0.43904038682806235
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,70.7611111,31.3889,0.4435896993709021
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,70.6,27.6,0.39093484419263463
US-A03,2018,7,-29.776,70.844,32.165,37.086,38.678,AL,tundra,15.0,low med,med,1.91,0.546,7.571,6.568,188.337,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,70.48,29.88,0.42395005675368896
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,20.2764706,17.076500000000003,0.8421830572427138
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0002,20.24375,16.9687,0.8382192034578574
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0003,20.1411764,16.1588,0.8022768719705965
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0004,20.49,13.26,0.6471449487554906
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0005,20.623077000000002,14.523,0.7042111126288283
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0006,20.627777700000003,13.5277,0.655800164067116
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0008,20.5,11.8,0.575609756097561
US-A03,2018,8,-11.86,35.417,21.118,14.0,14.299,AL,tundra,15.0,low med,med,2.53,0.404,2.65,4.392,108.615,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0009,20.740000000000002,10.919999999999998,0.5265188042430086
US-A03,2019,6,-11.744,23.464,15.959,22.266,7.505,AL,tundra,15.0,low med,med,1.054,0.32,4.166,4.998,238.524,47.867,164.41,227.738,70.495,-149.882,Barren Sparse Vegetation,Barren Sparse Vegetation,no,aid0001,62.0588235,18.7,0.3013270143608185
