"SPEI_timescale","coast_region","SPEI_z","water_class","month_f","site_name","SPEI_value","predicted_WUE_T","predicted_se","predicted_lower","predicted_upper","predicted_near_normal_WUE_T","predicted_pct_change","predicted_lower_pct","predicted_upper_pct","impact_class_10pct"
"SPEI_1","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.53587543864705,0.850739843987737,3.86842534443109,7.20332553286302,5.21908094817507,6.06992866402581,-25.8791848058278,38.0190421338795,"No meaningful change"
"SPEI_3","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.44733513833481,0.848176272113153,3.78490964499303,7.10976063167659,5.22298902340177,4.29535872903147,-27.5336473418837,36.1243647999466,"No meaningful change"
"SPEI_6","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.51224428852892,0.848809501448842,3.84857766568919,7.17591091136866,5.22698995396369,5.45733466254176,-26.3710529466243,37.2857222717078,"No meaningful change"
"SPEI_12","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.32735369082416,0.845009732282887,3.6711346155497,6.98357276609861,5.2266640362951,1.92646119646963,-29.7614197113773,33.6143421043166,"No meaningful change"
"SPEI_24","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.39997674876978,0.847081371670758,3.7396972602951,7.06025623724447,5.23397305115455,3.17165747688782,-28.5495507190247,34.8928656728003,"No meaningful change"
"SPEI_36","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.29475418065454,0.849968291569137,3.62881632917903,6.96069203213005,5.2279477229959,1.27787157022978,-30.5881290048646,33.1438721453242,"No meaningful change"
"SPEI_48","Pacific Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.24105921827166,0.85335146881064,3.5684903394028,6.91362809714051,5.22409120636247,0.32480313300286,-31.69165318062,32.3412594466257,"No meaningful change"
"SPEI_1","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,9.26583108434946,1.34363272840913,6.63231093666756,11.8993512320314,7.87720549403542,17.6284037704171,-15.8037588115542,51.0605663523884,"WUE increase"
"SPEI_3","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,11.0673445505316,1.35125931969293,8.4188762839335,13.7158128171298,7.94946339739766,39.2212781828099,5.90496317889218,72.5375931867276,"WUE increase"
"SPEI_6","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,10.074703086,1.3655952074116,7.39813647947324,12.7512696925267,7.97259615021711,26.3666551795129,-7.20542794241782,59.9387383014437,"WUE increase"
"SPEI_12","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,10.1890648678805,1.34892496837218,7.545171929871,12.83295780589,8.00280858478947,27.3186127086222,-5.71845059231181,60.3556760095562,"WUE increase"
"SPEI_24","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,9.64894324294798,1.34333036387603,7.01601572975096,12.281870756145,7.94817403096647,21.3982382035829,-11.7279553465208,54.5244317536865,"WUE increase"
"SPEI_36","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,9.19003105648242,1.35405990088922,6.53607365073956,11.8439884622253,7.90591305020943,16.2425010004249,-17.3267703650445,49.8117723658943,"WUE increase"
"SPEI_48","Gulf Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,7.67522050483168,1.35647679003923,5.01652599635478,10.3339150133086,7.85698175987961,-2.31337249598899,-36.15199640693,31.5252514149521,"No meaningful change"
"SPEI_1","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,6.63627529143919,1.03189291206439,4.61376518379299,8.65878539908539,6.83065248046865,-2.84566063908623,-32.4549858599096,26.7636645817371,"No meaningful change"
"SPEI_3","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.89733596298895,1.02417741843043,3.88994822286531,7.9047237031126,6.73904960454054,-12.4900941667571,-42.2774953274657,17.2973069939516,"WUE decrease"
"SPEI_6","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.88815425352457,1.02980367539674,3.86973904974696,7.90656945730219,6.74877030131466,-12.7521905379183,-42.6600865494988,17.1557054736622,"WUE decrease"
"SPEI_12","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.80864610591176,1.07999125284705,3.69186325033154,7.92542896149197,6.66092894501964,-12.7952549282954,-44.5743487011381,18.9838388445473,"WUE decrease"
"SPEI_24","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,6.0798605142066,1.09646967870131,3.93077994395203,8.22894108446117,6.6792239104395,-8.97354848811268,-41.1491515083318,23.2020545321064,"No meaningful change"
"SPEI_36","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.67121186497334,1.0879128319597,3.53890271433233,7.80352101561434,6.57925428202474,-13.8016008825237,-46.2111880369025,18.607986271855,"WUE decrease"
"SPEI_48","AK Coast",-2.07452408602142,"Upland","7","US-A03",-2.13361526047731,5.92418415771541,1.0692025551042,3.82854714971117,8.01982116571964,6.64416061733231,-10.8362289999242,-42.3772637325501,20.7048057327017,"WUE decrease"
"SPEI_1","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.51513439927353,0.667100653994646,3.20761711744403,5.82265168110304,4.40407807674474,2.52167015646737,-27.1671150795099,32.2104553924447,"No meaningful change"
"SPEI_3","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.66274525175973,0.667447786146635,3.35454759091233,5.97094291260714,4.4031937543214,5.89461904063627,-23.8155807334143,35.6048188146869,"No meaningful change"
"SPEI_6","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.62906841620833,0.667522963325181,3.32072340809098,5.93741342432569,4.40047563472377,5.19472894431579,-24.5371708938135,34.926628782445,"No meaningful change"
"SPEI_12","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.57846297281782,0.667919203354146,3.2693413342437,5.88758461139195,4.40415927940079,3.95770639432348,-25.7669596661701,33.6823724548171,"No meaningful change"
"SPEI_24","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.64840723205552,0.666976130786297,3.34113401571438,5.95568044839666,4.40042976120896,5.63530119336416,-24.0725520682678,35.3431544549961,"No meaningful change"
"SPEI_36","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.7140445972051,0.667188164939014,3.40635579392463,6.02173340048557,4.40388028796018,7.04297775970172,-22.6510356505986,36.736991170002,"No meaningful change"
"SPEI_48","Atlantic Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,4.73252189384537,0.66551796371736,3.42810668495934,6.03693710273139,4.39706874909994,7.62901750885969,-22.0365456951051,37.2945807128245,"No meaningful change"
"SPEI_1","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.53208149265338,0.850326918720601,3.865440731961,7.19872225334576,5.21908094817507,5.99723490757041,-25.9363713583976,37.9308411735385,"No meaningful change"
"SPEI_3","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.44464835851525,0.847825887613719,3.78290961879236,7.10638709823814,5.22298902340177,4.24391730712691,-27.5719400932509,36.0597747075047,"No meaningful change"
"SPEI_6","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.50882806895329,0.848451843841366,3.84586245502422,7.17179368288237,5.22698995396369,5.39197736119397,-26.4229989172286,37.2069536396165,"No meaningful change"
"SPEI_12","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.32614782669806,0.844747185885046,3.67044334236337,6.98185231103275,5.2266640362951,1.90338980489514,-29.7746456080779,33.5814252178682,"No meaningful change"
"SPEI_24","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.39798868053487,0.846781120795469,3.73829768377575,7.05767967729399,5.23397305115455,3.13367355500893,-28.5762909506932,34.843638060711,"No meaningful change"
"SPEI_36","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.29395410331731,0.849606592751922,3.62872518152354,6.95918302511108,5.2279477229959,1.26256771908929,-30.58987247401,33.1150079121886,"No meaningful change"
"SPEI_48","Pacific Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.2408560085482,0.85291599278232,3.56914066269485,6.91257135440154,5.22409120636247,0.320913275122585,-31.6792046366273,32.3210311868725,"No meaningful change"
"SPEI_1","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,9.24920083775887,1.34173243781875,6.61940525963413,11.8789964158836,7.87720549403542,17.4172851623882,-15.9675945403949,50.8021648651713,"WUE increase"
"SPEI_3","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,11.0300046564821,1.34922345313556,8.38552668833645,13.6744826246278,7.94946339739766,38.7515622764289,5.4854430939519,72.017681458906,"WUE increase"
"SPEI_6","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,10.0495281526373,1.3633075934131,7.37744526954763,12.721611035727,7.97259615021711,26.0508868540098,-7.46495707867097,59.5667307866906,"WUE increase"
"SPEI_12","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,10.1628821579033,1.34701402603581,7.52273466687315,12.8030296489335,8.00280858478947,26.9914436941477,-5.99881795034777,59.9817053386432,"WUE increase"
"SPEI_24","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,9.62857474939132,1.34151425479716,6.99920680998888,12.2579426887938,7.94817403096647,21.1419718777915,-11.9394368729266,54.2233806285095,"WUE increase"
"SPEI_36","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,9.17465239772466,1.35198456469225,6.52476265092784,11.8245421445215,7.90591305020943,16.0479800303599,-17.4698404916684,49.5658005523883,"WUE increase"
"SPEI_48","Gulf Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,7.67739728632926,1.35424632058839,5.02307449797601,10.3317200746825,7.85698175987961,-2.28566743615679,-36.068650131969,31.4973152596555,"No meaningful change"
"SPEI_1","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,6.63860316196649,1.03057214967617,4.61868174860119,8.65852457533178,6.83065248046865,-2.81158087095345,-32.3830078926178,26.7598461507109,"No meaningful change"
"SPEI_3","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.90741636588179,1.02302509979984,3.9022871702741,7.91254556148947,6.73904960454054,-12.3405122006881,-42.0943990730551,17.4133746716789,"WUE decrease"
"SPEI_6","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.89846103254002,1.02852958294867,3.88254304996063,7.91437901511942,6.74877030131466,-12.5994696931528,-42.4703630940838,17.2714237077782,"WUE decrease"
"SPEI_12","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.81885308602083,1.07793543645476,3.7060996305695,7.93160654147216,6.66092894501964,-12.6420183423278,-44.3606190493813,19.0765823647257,"WUE decrease"
"SPEI_24","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,6.0870385189519,1.0942534639346,3.94230172964009,8.23177530826372,6.6792239104395,-8.86608084154845,-40.9766496452029,23.244487962106,"No meaningful change"
"SPEI_36","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.68208662445898,1.08584689874425,3.55382670292026,7.81034654599771,6.57925428202474,-13.6363122492001,-45.984353992371,18.7117294939708,"WUE decrease"
"SPEI_48","AK Coast",-2.05032306569385,"Upland","7","US-A03",-2.10798953708787,5.93280663028567,1.06742383765536,3.84065590848116,8.02495735209018,6.64416061733231,-10.7064538023203,-42.1950171032557,20.7821094986152,"WUE decrease"
"SPEI_1","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.51378826203076,0.666787892501829,3.20688399272718,5.82069253133435,4.40407807674474,2.4911044576011,-27.1837615763267,32.1659704915289,"No meaningful change"
"SPEI_3","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.6595991730029,0.66712723672719,3.35202978901761,5.9671685569882,4.4031937543214,5.82316911287099,-23.8727619985414,35.5191002242833,"No meaningful change"
"SPEI_6","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.62629759461458,0.667193729903093,3.31859788400452,5.93399730522464,4.40047563472377,5.13176253286952,-24.585473038011,34.84899810375,"No meaningful change"
"SPEI_12","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.5763502007764,0.667584289081758,3.26788499417616,5.88481540737665,4.40415927940079,3.90973419560441,-25.8000270457799,33.6194954369887,"No meaningful change"
"SPEI_24","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.64540144453011,0.666658818816817,3.33875015964915,5.95205272941107,4.40042976120896,5.56699451223246,-24.1267253239404,35.2607143484054,"No meaningful change"
"SPEI_36","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.71028502982031,0.666870014152841,3.40321980208074,6.01735025755988,4.40388028796018,6.95760833231138,-22.7222453937985,36.6374620584213,"No meaningful change"
"SPEI_48","Atlantic Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,4.72845579512118,0.665237480886118,3.42459033258439,6.03232125765797,4.39706874909994,7.53654456935836,-22.1165160702709,37.1896052089876,"No meaningful change"
"SPEI_1","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.5282875466597,0.849918874487992,3.86244655266324,7.19412854065616,5.21908094817507,5.924541151115,-25.9937412158016,37.8428235180316,"No meaningful change"
"SPEI_3","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.4419615786957,0.847479651678277,3.78090146140627,7.10302169598512,5.22298902340177,4.19247588522234,-27.6103885253095,35.9953402957542,"No meaningful change"
"SPEI_6","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.50541184937766,0.84809832438782,3.84313913357753,7.16768456517779,5.22698995396369,5.32662005984615,-26.4751000590075,37.1283401786998,"No meaningful change"
"SPEI_12","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.32494196257196,0.8444876290922,3.66974620955125,6.98013771559268,5.2266640362951,1.88031841332066,-29.7879836150223,33.5486204416636,"No meaningful change"
"SPEI_24","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.39600061229996,0.846484167211166,3.73689164456607,7.05510958003384,5.23397305115455,3.09568963313002,-28.6031546581662,34.7945339244262,"No meaningful change"
"SPEI_36","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.29315402598008,0.849248816204684,3.6286263462189,6.95768170574126,5.2279477229959,1.24726386794882,-30.5917629922378,33.0862907281355,"No meaningful change"
"SPEI_48","Pacific Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.24065279882473,0.852485202144117,3.56978180262226,6.9115237950272,5.22409120636247,0.317023417242327,-31.6669318813846,32.3009787158692,"No meaningful change"
"SPEI_1","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,9.23257059116828,1.33985188818426,6.60646089032713,11.8586802920094,7.87720549403542,17.2061665543592,-16.1319214621288,50.5442545708472,"WUE increase"
"SPEI_3","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,10.9926647624326,1.34720818464245,8.35213672053343,13.6331928043318,7.94946339739766,38.281846370048,5.06541514824247,71.4982775918535,"WUE increase"
"SPEI_6","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,10.0243532192746,1.36104211785466,7.35671066827951,12.6919957702698,7.97259615021711,25.7351185285066,-7.72503047104455,59.1952675280578,"WUE increase"
"SPEI_12","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,10.1366994479262,1.34512174106506,7.50026083543868,12.7731380604137,8.00280858478947,26.6642746796732,-6.27964225342035,59.6081916127667,"WUE increase"
"SPEI_24","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,9.60820625583465,1.33971623483595,6.9823624355562,12.2340500761131,7.94817403096647,20.885705552,-12.1513644724866,53.9227755764867,"WUE increase"
"SPEI_36","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,9.1592737389669,1.34992993234221,6.51341107157616,11.8051364063576,7.90591305020943,15.853459060295,-17.613423899171,49.320342019761,"WUE increase"
"SPEI_48","Gulf Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,7.67957406782684,1.3520391266858,5.02957737952267,10.329570756131,7.85698175987961,-2.25796237632458,-35.9858844880437,31.4699597353945,"No meaningful change"
"SPEI_1","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,6.64093103249378,1.02926377763206,4.62357402833495,8.65828803665262,6.83065248046865,-2.77750110282069,-32.3113854561413,26.7563832504999,"No meaningful change"
"SPEI_3","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.91749676877462,1.02188360707149,3.9146048989145,7.92038863863474,6.73904960454054,-12.1909302346192,-41.9116176815648,17.5297572123265,"WUE decrease"
"SPEI_6","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.90876781155547,1.02726743925842,3.89532363060897,7.92221199250198,6.74877030131466,-12.4467488483874,-42.2809866584116,17.3874889616369,"WUE decrease"
"SPEI_12","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.82906006612991,1.07589568777554,3.72030451808985,7.93781561416997,6.66092894501964,-12.4887817563602,-44.1473621953059,19.1697986825855,"WUE decrease"
"SPEI_24","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,6.0942165236972,1.09205316303976,3.95379232413927,8.23464072325514,6.6792239104395,-8.75861319498423,-40.8046147702944,23.2873883803259,"No meaningful change"
"SPEI_36","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.69296138394463,1.0837959500092,3.56872132192659,7.81720144596267,6.57925428202474,-13.4710236158765,-45.757966344655,18.8159191129021,"WUE decrease"
"SPEI_48","AK Coast",-2.02612204536628,"Upland","7","US-A03",-2.08236381369842,5.94142910285593,1.06565861403846,3.85273821934054,8.03011998637132,6.64416061733231,-10.5766786047164,-42.0131685364426,20.8598113270098,"WUE decrease"
"SPEI_1","Atlantic Coast",-2.0019210250387,"Upland","7","US-A03",-2.05673809030898,4.51244212478799,0.666478853645889,3.20614357164205,5.81874067793393,4.40407807674474,2.46053875873484,-27.2005737461436,32.1216512636132,"No meaningful change"
"SPEI_3","Atlantic Coast",-2.0019210250387,"Upland","7","US-A03",-2.05673809030898,4.65645309424607,0.666810492405853,3.3495045291306,5.96340165936155,4.4031937543214,5.7517191851057,-23.9301126405504,35.4335510107618,"No meaningful change"
"SPEI_6","Atlantic Coast",-2.0019210250387,"Upland","7","US-A03",-2.05673809030898,4.62352677302083,0.666868488016747,3.316464536508,5.93058900953365,4.40047563472377,5.06879612142327,-24.633952967764,34.7715452106106,"No meaningful change"
