"difference_type","term","Estimate","Std._Error","t_value","source_table","p_value_normal_approx","signif"
"WUE_ET_minus_WUE_T","month_f5",-0.744154665501234,0.543553359463716,-1.3690554065114,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.170981956201182,""
"WUE_ET_minus_WUE_T","month_f6",-0.522291740459733,0.544434422759767,-0.959329018566109,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.337393021055878,""
"WUE_ET_minus_WUE_T","month_f7",-0.798576853570378,0.546632035881364,-1.46090386430205,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.144041825992079,""
"WUE_ET_minus_WUE_T","month_f8",-0.889999917351727,0.546999413020729,-1.62705826764388,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.10372472321884,""
"WUE_ET_minus_WUE_T","month_f9",-0.601969324350206,0.548709895197774,-1.09706300108409,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.272613852595203,""
"WUE_ET_minus_WUE_T","month_f10",-0.549615571718761,0.556620057109302,-0.987416038460926,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.323438724968293,""
"WUE_ET_minus_WUE_T","month_f11",-1.16429875779021,1.57597953918491,-0.738777838697312,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",0.460041910873295,""
"WUE_ET_minus_WUE_T","Trans_ratio_z:water_classFreshwater",-1.03598788337933,0.137714450197879,-7.52272460798953,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",5.36463456765117e-14,"***"
"WUE_ET_minus_WUE_T","Trans_ratio_z:water_classSaline",-0.852947449190661,0.181853479584213,-4.69030040635366,"Q1_WUE_ET_minus_WUE_T_fixed_effects.csv",2.72804227578997e-06,"***"
NA,"(Intercept)",-1.7210476544752,0.743376998156864,-2.31517474813235,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.0206033706177066,"*"
NA,"difference_typeWUE_ET_minus_WUE_E",-1.45198022678103,0.105810801697922,-13.7224196724855,"Q1_WUE_metric_difference_additive_fixed_effects.csv",7.4535768391338e-43,"***"
NA,"difference_typeWUE_E_minus_WUE_T",3.39437172178423,0.105810801697922,32.0796333390874,"Q1_WUE_metric_difference_additive_fixed_effects.csv",8.48085571689776e-226,"***"
NA,"Trans_ratio_z",1.23802298920167,0.0764290937156096,16.1983209405611,"Q1_WUE_metric_difference_additive_fixed_effects.csv",5.18228127236589e-59,"***"
NA,"water_classFreshwater",0.537693659308947,0.318256431731847,1.68949817096545,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.0911240020771315,"."
NA,"water_classSaline",0.796066637138836,0.344079888758356,2.31360990033889,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.0206891301306728,"*"
NA,"month_f2",-0.692947064127208,0.758532123158667,-0.913536873351716,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.360960249751276,""
NA,"month_f3",-0.707669728285945,0.725564391122399,-0.97533690592399,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.329393169453339,""
NA,"month_f4",-0.692938809569891,0.720623459585154,-0.961582363650498,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.336259434125523,""
NA,"month_f5",-0.776271241783943,0.71919654912045,-1.07935896346179,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.280427737050989,""
NA,"month_f6",-0.64207617028374,0.719994419178414,-0.891779371035144,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.372511200892078,""
NA,"month_f7",-0.827740784308415,0.722714423168845,-1.14532207712012,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.252075763961104,""
NA,"month_f8",-0.888240112441449,0.723127786732315,-1.22833077187539,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.219322823940778,""
NA,"month_f9",-0.677053135156724,0.72562993974237,-0.93305567766003,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.350791221818768,""
NA,"month_f10",-0.57765059498732,0.736690177848166,-0.784116053609684,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.432972016423618,""
NA,"month_f11",-0.87515764486677,2.06148508128199,-0.424527760502894,"Q1_WUE_metric_difference_additive_fixed_effects.csv",0.671180964190609,""
NA,"(Intercept)",-0.97057332311908,0.771429527721695,-1.25814904439233,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.20833785912575,""
NA,"difference_typeWUE_ET_minus_WUE_E",-6.371773199063,1.01581497657284,-6.27257261018153,"Q1_WUE_metric_difference_primary_fixed_effects.csv",3.55130747186636e-10,"***"
NA,"difference_typeWUE_E_minus_WUE_T",5.27769377612348,1.0158149765728,5.19552664396582,"Q1_WUE_metric_difference_primary_fixed_effects.csv",2.04141094291058e-07,"***"
NA,"Trans_ratio_z",2.07533873550534,0.0824554360922077,25.1692166564317,"Q1_WUE_metric_difference_primary_fixed_effects.csv",8.70758124957505e-140,"***"
NA,"water_classFreshwater",0.770571652116534,0.359057163992138,2.14609741677068,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0318652073409983,"*"
NA,"water_classSaline",1.00903586837354,0.393371324143716,2.56509767347682,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0103146764672585,"*"
NA,"month_f2",-1.61034090156272,0.798784972006716,-2.01598797923953,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0438012327902265,"*"
NA,"month_f3",-1.63286092465869,0.756051259943841,-2.15972250979381,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0307941575536406,"*"
NA,"month_f4",-1.60979773789758,0.747843887208672,-2.15258527271802,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0313512869972643,"*"
NA,"month_f5",-1.70477331788354,0.7457660114845,-2.28593592578732,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0222580073220022,"*"
NA,"month_f6",-1.51348548450725,0.744897325972349,-2.03180415842093,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0421734860605,"*"
NA,"month_f7",-1.80099806478619,0.746489980333527,-2.41262188674189,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0158382407861113,"*"
NA,"month_f8",-1.92796783250155,0.746974869830052,-2.58103439669958,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.00985047666045869,"**"
NA,"month_f9",-1.63798970735501,0.750211253308557,-2.18337128392996,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0290084788941985,"*"
NA,"month_f10",-1.57613972892535,0.760585017817832,-2.07227291098554,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0382399972046334,"*"
NA,"month_f11",-1.96254500172209,2.17306650958551,-0.90312238169665,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.366460946496936,""
NA,"difference_typeWUE_ET_minus_WUE_E:Trans_ratio_z",-3.66933152518273,0.0691051249165356,-53.0978205974522,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0,"***"
NA,"difference_typeWUE_E_minus_WUE_T:Trans_ratio_z",2.16787562484465,0.0691051249165356,31.370692513225,"Q1_WUE_metric_difference_primary_fixed_effects.csv",5.08109449117114e-216,"***"
NA,"difference_typeWUE_ET_minus_WUE_E:water_classFreshwater",0.272728957325255,0.154271831542876,1.76784675852803,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.0770865255488108,"."
NA,"difference_typeWUE_E_minus_WUE_T:water_classFreshwater",-1.3240444238415,0.154271831542876,-8.58254167724407,"Q1_WUE_metric_difference_primary_fixed_effects.csv",9.27994931929976e-18,"***"
NA,"difference_typeWUE_ET_minus_WUE_E:water_classSaline",0.513914914265719,0.171496021582041,2.99665793716311,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.00272956804005465,"**"
NA,"difference_typeWUE_E_minus_WUE_T:water_classSaline",-1.37498979709541,0.171496021582041,-8.0176192101205,"Q1_WUE_metric_difference_primary_fixed_effects.csv",1.07814430431121e-15,"***"
NA,"difference_typeWUE_ET_minus_WUE_E:month_f2",4.6860498684665,1.10821077628089,4.22848249517361,"Q1_WUE_metric_difference_primary_fixed_effects.csv",2.35272817484965e-05,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f2",-1.15667502481965,1.10821077628085,-1.04373197732425,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.296609410784251,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f3",4.57594671434818,1.04297772339526,4.38738681728683,"Q1_WUE_metric_difference_primary_fixed_effects.csv",1.14720657365528e-05,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f3",-1.09396040667905,1.04297772339521,-1.04888185254607,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.294232498804886,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f4",4.75012868707989,1.02893674261136,4.6165410276092,"Q1_WUE_metric_difference_primary_fixed_effects.csv",3.90188911437278e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f4",-1.23812140168338,1.02893674261131,-1.20330176813512,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.228859565100815,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f5",4.57010056866262,1.0253251186335,4.45722092008573,"Q1_WUE_metric_difference_primary_fixed_effects.csv",8.30290247445858e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f5",-1.02053029115838,1.02532511863346,-0.995323602837834,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.319578901845411,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f6",4.6150353648181,1.02250494013432,4.51346021292753,"Q1_WUE_metric_difference_primary_fixed_effects.csv",6.37784188678882e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f6",-1.2025452307238,1.02250494013427,-1.17607767309749,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.239563838936952,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f7",4.73185701459466,1.02356063588861,4.62293766356759,"Q1_WUE_metric_difference_primary_fixed_effects.csv",3.78343445149722e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f7",-1.01506983384032,1.02356063588857,-0.991704641864353,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.321341626031475,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f8",4.86641619052513,1.02421650348283,4.75135498595947,"Q1_WUE_metric_difference_primary_fixed_effects.csv",2.02058043384102e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f8",-0.95548794244508,1.02421650348279,-0.932896452259849,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.350873434312952,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f9",4.95088986052421,1.02937226953999,4.80962039392872,"Q1_WUE_metric_difference_primary_fixed_effects.csv",1.51217195116995e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f9",-1.32691163893339,1.02937226953994,-1.28904933443217,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.197380935885337,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f10",4.68606803460629,1.04328971873252,4.49162677487069,"Q1_WUE_metric_difference_primary_fixed_effects.csv",7.0681207510408e-06,"***"
NA,"difference_typeWUE_E_minus_WUE_T:month_f10",-1.13482025658422,1.04328971873248,-1.08773261751582,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.276713163907716,""
NA,"difference_typeWUE_ET_minus_WUE_E:month_f11",4.40727679974272,3.00083260363718,1.46868465585213,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.141918341219793,""
NA,"difference_typeWUE_E_minus_WUE_T:month_f11",-0.90383928738935,3.00083260363717,-0.301196170120869,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.763264910110936,""
NA,"Trans_ratio_z:water_classFreshwater",-0.675446710846062,0.11349129411543,-5.95152884730591,"Q1_WUE_metric_difference_primary_fixed_effects.csv",2.65649186195052e-09,"***"
NA,"Trans_ratio_z:water_classSaline",-0.564054066789585,0.147793841058165,-3.81649237039315,"Q1_WUE_metric_difference_primary_fixed_effects.csv",0.00013536225892164,"***"
NA,"(Intercept)",-1.81158051985605,0.742891936361877,-2.43855186896737,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.014746242276092,"*"
NA,"difference_typeWUE_ET_minus_WUE_E",-1.45198022678103,0.105665860864633,-13.7412425820402,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",5.74807164178436e-43,"***"
NA,"difference_typeWUE_E_minus_WUE_T",3.39437172178422,0.105665860864633,32.123636660025,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",2.06238834986256e-226,"***"
NA,"Trans_ratio_z",1.53266984186932,0.10677854021782,14.3537253716223,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",1.00964748321727e-46,"***"
NA,"water_classFreshwater",0.482119097773402,0.316095644270472,1.52523170284773,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.127201315780352,""
NA,"water_classSaline",0.678366948849839,0.347089233285903,1.95444538117107,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.0506485682547549,"."
NA,"month_f2",-0.542654551036525,0.759422016286172,-0.714562574430338,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.474879377504743,""
NA,"month_f3",-0.584729981105417,0.72572948916823,-0.805713409517898,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.420408115784324,""
NA,"month_f4",-0.560148681874672,0.720719772436479,-0.777207318707273,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.437036464972085,""
NA,"month_f5",-0.649881610273716,0.719435662557623,-0.903321372703934,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.366355356525268,""
NA,"month_f6",-0.515512614318307,0.720204386700503,-0.715786551481647,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.474123157758878,""
NA,"month_f7",-0.708080212896416,0.722962790596961,-0.97941446241202,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.327375234049613,""
NA,"month_f8",-0.778374245943155,0.723407757538544,-1.07598271905687,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.281934985051622,""
NA,"month_f9",-0.575358294533568,0.725786544015599,-0.792737615870158,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.427930709576438,""
NA,"month_f10",-0.530803495672739,0.735899500010103,-0.72129889429936,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.470725637128594,""
NA,"month_f11",-0.896269274474325,2.05840924099192,-0.435418407878126,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.663258751281943,""
NA,"Trans_ratio_z:water_classFreshwater",-0.622965313046347,0.169530674704424,-3.6746465743293,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.000238178880959915,"***"
NA,"Trans_ratio_z:water_classSaline",-0.539352173495418,0.20774461975211,-2.59622691619641,"Q1_WUE_metric_difference_tet_ecosystem_fixed_effects.csv",0.00942537957324127,"**"
